Четверг 12 мар.2026г.  17:59,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ЖЕЛЕЗНОДОРОЖНЫХ СТАНЦИЙ,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ОСТАНОВОЧНЫХ ПУНКТОВ И ПЛАТФОРМ,,,,,
№ п/п,Наименование пункта,Операции,Дорога,Код станции,
10270.,Теребуж,О,17 Моск (Р),208634,
10271.,Теребутенец,О,01 Окт (Р),044371,
10272.,Терелесовская,О,01 Окт (Р),062515,
10273.,Теренгуль,О,83 З-Сиб (Р),835524,
10274.,Теренино,О,17 Моск (Р),170911,
10275.,Терехино,О,83 З-Сиб (Р),872932,
10276.,Терешев-Спас,О,35 Льв (У),375531,
10277.,Терешки,О,43 Южн (У),447570,
10278.,Терешок,О,17 Моск (Р),177018,
10279.,Терменево,О,80 Ю-Ур (Р),807717,
10280.,Тернавка,О,35 Льв (У),376727,
10281.,Тернали,О,57 Грз,574901,
10282.,Терновка,О,58 Ю-Вост (Р),434551,
10283.,Терновое,О,58 Ю-Вост (Р),606712,
10284.,Терновские Дворики,О,58 Ю-Вост (Р),603930,
10285.,Терновый,О,51 С-Кав (Р),588745,
10286.,Терны,О,43 Южн (У),429712,
10287.,Терпение,О,45 Придн (У),476126,
10288.,Терриконная,О,48 Дон (У),491111,
10289.,Терриконная,О,89 89-я дорога,929863,
10290.,Терса,О,45 Придн (У),453938,
10291.,Терса,О,61 Прив (Р),625022,
10292.,Терский,О,51 С-Кав (Р),530049,
10293.,Тесна,О,17 Моск (Р),191814,
10294.,Тесницкое,О,17 Моск (Р),211122,
10295.,Тетеревино,О,58 Ю-Вост (Р),434814,
10296.,Тетерка,О,32 Ю-Зап (У),348040,
10297.,Техникум,О,13 Бел,145341,
10298.,Техникум,О,40 Од (У),414721,
10299.,Техникум,О,45 Придн (У),474417,
10300.,Техникум,О,85 Крым (Р),858738,
10301.,Технический,О,76 Сверд (Р),768419,
10302.,Техстекло,О,61 Прив (Р),620122,
10303.,Теченка,О,80 Ю-Ур (Р),827636,
10304.,ТЕПЛО-ТРОИЦКОЕ,О,24 Горьк (Р),269073,
10305.,ТЕХНИКУМ,О,24 Горьк (Р),245516,
10306.,Тёмное,О,24 Горьк (Р),258215,
10307.,Тёсово-Нетыльский,О,01 Окт (Р),040277,
10308.,Тиг,О,76 Сверд (Р),782327,
10309.,Тигощи,О,01 Окт (Р),057013,
10310.,Тикопись,О,01 Окт (Р),073514,
10311.,Тиличет,О,88 Крас (Р),894819,
10312.,Тимановка,О,40 Од (У),408720,
10313.,Тимирязева,О,88 Крас (Р),889628,
10314.,Тимирязево,О,13 Бел,168610,
10315.,Тимирязевская,О,17 Моск (Р),196019,
10316.,Тимофеевка,О,28 Сев (Р),303482,
10317.,Тимофеевка,О,80 Ю-Ур (Р),804626,
10318.,Тимофеево,П,61 Прив (Р),626519,
10319.,Тингинский,О,88 Крас (Р),892546,
10320.,Тинджюляй,О,12 Лит,127555,
10321.,Тинисхиди,О,57 Грз,579021,
10322.,Тирайне,О,09 Лат,091029,
10323.,Тири,О,57 Грз,576216,
10324.,Тирис,О,63 Кбш (Р),659828,
10325.,Тисовцы,О,35 Льв (У),368311,
10326.,Титан,О,80 Ю-Ур (Р),806555,
10327.,Тихая Речка,О,83 З-Сиб (Р),831824,
10328.,Тихие Зори,О,88 Крас (Р),891399,
10329.,Тихий Дон,О,58 Ю-Вост (Р),581939,
10330.,Тихий Дон,О,61 Прив (Р),615340,
10331.,Тихий Ключ,О,63 Кбш (Р),654114,
10332.,Тихиничи,О,13 Бел,155273,
10333.,Тихомирово,О,83 З-Сиб (Р),852134,
10334.,Тихорицы,О,01 Окт (Р),045514,
10335.,Тишанка,О,58 Ю-Вост (Р),582838,
10336.,Тишев,О,32 Ю-Зап (У),347324,
10337.,Тишино,О,17 Моск (Р),171134,
10338.,Тишкивский,О,43 Южн (У),430419,
10339.,Тишовка,О,13 Бел,157512,
10340.,Тищенково,О,45 Придн (У),457017,
10341.,Ткаченко,О,92 В-Сиб (Р),931524,
10342.,Ткаченково,О,43 Южн (У),447513,
10343.,Ткачи,О,13 Бел,133611,
10344.,Ткемлана,О,57 Грз,578211,
10345.,Ткибули II,О,57 Грз,575618,
10346.,Тованд,П,01 Окт (Р),014624,
10347.,Товарная,О,28 Сев (Р),300215,
10348.,Товмачик,О,35 Льв (У),386748,
10349.,Тогуленок,О,83 З-Сиб (Р),841718,
10350.,Токари,О,13 Бел,146819,
10351.,Токбулды,О,80 Ю-Ур (Р),803538,
10352.,Толбага,О,94 Заб (Р),940523,
10353.,Толбазиха,О,92 В-Сиб (Р),934024,
10354.,Толевая,О,63 Кбш (Р),657837,
10355.,Толковка,О,63 Кбш (Р),633014,
10356.,Томарино,Х,40 Од (У),416182,
10357.,Томилино,О,17 Моск (Р),194225,
10358.,Томиловка,О,32 Ю-Зап (У),343916,
10359.,Томка,О,94 Заб (Р),949617,
10360.,Тонди,О,08 Эст,081313,
10361.,Тонкино,Б,24 Горьк (Р),274824,
10362.,Тоннель,О,83 З-Сиб (Р),863844,
10363.,Тоннельная,О,45 Придн (У),450037,
10364.,Тоннельная,О,88 Крас (Р),888470,
10365.,Топканово,О,17 Моск (Р),229513,
10366.,Топкинская Рябинка,О,83 З-Сиб (Р),871272,
10367.,Топлинка,О,58 Ю-Вост (Р),436010,
10368.,Топольники,О,83 З-Сиб (Р),860225,
10369.,Топорково,О,17 Моск (Р),236317,
10370.,Топорок,О,01 Окт (Р),054227,
10371.,Торецкий,О,48 Дон (У),492415,
10372.,Торецкий,О,89 89-я дорога,957717,
10373.,Тори,О,08 Эст,089014,
10374.,Торн,О,76 Сверд (Р),778726,
10375.,Тос,О,35 Льв (У),388230,
10376.,Тосно II,О,01 Окт (Р),031314,
10377.,Тохлиаури,О,57 Грз,561314,
10378.,Точильный,О,88 Крас (Р),896119,
10379.,ТОГУЧИН-ЗАПАДНЫЙ,О,83 З-Сиб (Р),853880,
10380.,ТОХМЕЕВО,О,24 Горьк (Р),248340,
10381.,Травкино,О,83 З-Сиб (Р),830022,
10382.,Травково,Б,01 Окт (Р),053436,
10383.,Травяная,О,96 Д-Вост (Р),995121,
10384.,Травяны,О,76 Сверд (Р),795327,
10385.,Тракт,О,17 Моск (Р),175116,
10386.,Трактово-Курзан,О,92 В-Сиб (Р),921715,
10387.,Трактовый,О,92 В-Сиб (Р),930644,
10388.,Тракторная-Пассажирская,Б,61 Прив (Р),610313,
10389.,Тракторный,О,13 Бел,140314,
10390.,Тракторный,О,83 З-Сиб (Р),843543,
10391.,Тракторосад,О,80 Ю-Ур (Р),801987,
10392.,Транзитный,О,48 Дон (У),507610,
10393.,Транзитный,О,84 84-я дорога,849315,
10394.,Транзитный Парк,О,35 Льв (У),355519,
10395.,Трансмашевец,О,83 З-Сиб (Р),846369,
10396.,Транспортная,О,88 Крас (Р),880093,
10397.,Транспортник,О,83 З-Сиб (Р),846266,
10398.,Транспортник,О,83 З-Сиб (Р),864033,
10399.,Транспортный,О,61 Прив (Р),627259,
10400.,Трегубово,О,01 Окт (Р),040614,
10401.,Трегуляй,О,58 Ю-Вост (Р),602118,
10402.,Треполье,О,17 Моск (Р),228722,
10403.,Третельники,О,32 Ю-Зап (У),330210,
10404.,Треугольник,О,01 Окт (Р),045618,
10405.,Трефиловка,О,58 Ю-Вост (Р),436345,
10406.,Триалети (рзд),О,57 Грз,563714,
10407.,Трикотажная,О,17 Моск (Р),196413,
10408.,Трилесы,Б,32 Ю-Зап (У),343314,
10409.,Троещина,О,32 Ю-Зап (У),320666,
10410.,Троицк,О,88 Крас (Р),889581,
10411.,Троицк-ГРЭС,О,80 Ю-Ур (Р),803951,
10412.,Троицкая,О,17 Моск (Р),197238,
10413.,Троицкое,О,63 Кбш (Р),642117,
10414.,Троицкое,О,76 Сверд (Р),795187,
10415.,Троицкое,О,92 В-Сиб (Р),935012,
10416.,Троицкое,О,83 З-Сиб (Р),832668,
10417.,Трофимовка,О,68 Кзх,687118,
10418.,Троцилово,О,13 Бел,141919,
10419.,Троянда,О,40 Од (У),414929,
10420.,Трубеж,О,32 Ю-Зап (У),323541,
10421.,Трубец,О,01 Окт (Р),054212,
10422.,Трубино,О,01 Окт (Р),061926,
10423.,Трубицино,О,58 Ю-Вост (Р),594910,
10424.,Трубная,О,61 Прив (Р),610135,
10425.,Трубниково,О,01 Окт (Р),042319,
10426.,Труд,О,13 Бел,139158,
10427.,Труд,О,58 Ю-Вост (Р),596313,
10428.,Труд,О,83 З-Сиб (Р),830319,
10429.,Труд,О,83 З-Сиб (Р),844523,
10430.,Трудный,О,92 В-Сиб (Р),933074,
10431.,Трудовая,О,17 Моск (Р),238014,
10432.,Труфаново (узк.),О,17 Моск (Р),210127,
10433.,Трясенка,О,01 Окт (Р),068910,
10434.,ТРУДОВОЙ ,О,83 З-Сиб (Р),870937,
10435.,Тубаусяй,О,12 Лит,107157,
10436.,Туганы,О,01 Окт (Р),073228,
10437.,Тугарский,О,76 Сверд (Р),790728,
10438.,Туголесье,О,17 Моск (Р),232319,
10439.,Туголица,О,13 Бел,147614,
10440.,Тудерна,О,08 Эст,085422,
10441.,Тузуксу,О,88 Крас (Р),886615,
10442.,Туймино,О,28 Сев (Р),297417,
10443.,Тукманка,О,80 Ю-Ур (Р),829364,
10444.,Тукран,О,63 Кбш (Р),651510,
10445.,Туктым,О,24 Горьк (Р),275723,
10446.,Тула II-Курская,О,17 Моск (Р),210220,
10447.,Тулат,О,88 Крас (Р),881522,
10448.,Тулиха,О,88 Крас (Р),889488,
10449.,Тулокса,О,01 Окт (Р),024522,
10450.,Тулумбасы,Б,76 Сверд (Р),764013,
10451.,Тульская,О,17 Моск (Р),193424,
10452.,Тумасозеро,О,01 Окт (Р),026617,
10453.,Тунгуз,О,63 Кбш (Р),659137,
10454.,Туокслахти,О,01 Окт (Р),023661,
10455.,Туравкино,О,01 Окт (Р),047666,
10456.,Тураево,О,63 Кбш (Р),659955,
10457.,Турба,Х,08 Эст,080594,
10458.,Турбаза,О,88 Крас (Р),891447,
10459.,Турбаза,О,92 В-Сиб (Р),932828,
10460.,Турбаза Восход,О,88 Крас (Р),886460,
10461.,Турбаза Шарыжалгай,О,92 В-Сиб (Р),933553,
10462.,Тургайский Пролив,Х,68 Кзх,682716,
10463.,Тургалаукис,О,12 Лит,123855,
10464.,Турист,О,17 Моск (Р),238122,
10465.,Турия,О,40 Од (У),423415,
10466.,Турлатово,О,17 Моск (Р),220523,
10467.,Туровка,О,17 Моск (Р),217624,
10468.,Туропин,О,35 Льв (У),353227,
10469.,Турсумбай,О,83 З-Сиб (Р),835327,
10470.,Турша,О,24 Горьк (Р),252825,
10471.,Турышино,О,01 Окт (Р),045824,
10472.,Турья,О,13 Бел,137241,
10473.,Тустань,О,35 Льв (У),388245,
10474.,Тустоголовы,О,35 Льв (У),360610,
10475.,Тутовичи,Б,35 Льв (У),355415,
10476.,Туулемяэ,О,08 Эст,085628,
10477.,Тухта,О,01 Окт (Р),016812,
10478.,Тушино,О,01 Окт (Р),042037,
10479.,Тушинская,О,17 Моск (Р),196324,
10480.,ТУРУНДАЕВСКАЯ,О,24 Горьк (Р),274810,
10481.,ТУРУНОВО,О,24 Горьк (Р),245554,
10482.,Тчаниково,О,28 Сев (Р),306325,
10483.,Тшенец,О,35 Льв (У),373517,
10484.,Тымерсоль,О,94 Заб (Р),952520,
10485.,Тын,О,83 З-Сиб (Р),870458,
10486.,Тыравере,О,08 Эст,085738,
10487.,Тырган II,О,83 З-Сиб (Р),862729,
10488.,Тырница,О,17 Моск (Р),221121,
10489.,Тысменичаны,О,35 Льв (У),387026,
10490.,Тысья,О,17 Моск (Р),220576,
10491.,Тычков,Х,32 Ю-Зап (У),346844,
10492.,Тышкевичи,Х,13 Бел,162915,
10493.,Тэтэрашть,О,39 Млд,397117,
10494.,ТЭЦ,О,51 С-Кав (Р),524423,
10495.,ТЭЦ-5,О,43 Южн (У),440919,
10496.,Тюбеляс,О,80 Ю-Ур (Р),807825,
10497.,Тюбук,П,80 Ю-Ур (Р),802323,
10498.,Тюлянь,О,63 Кбш (Р),657038,
10499.,Тюнтюгур,О,68 Кзх,682326,
10500.,Тюрикова,О,94 Заб (Р),942745,
10501.,Тюриково,О,76 Сверд (Р),763928,
10502.,Тяговая Подстанция,О,88 Крас (Р),888875,
10503.,Тягуновка,О,58 Ю-Вост (Р),602437,
10504.,Тяряшишкес,О,12 Лит,120537,
10505.,ул. Генерала Челнокова,О,10 Клг (Р),103669,
10506.,Убежицы,О,24 Горьк (Р),269216,
10507.,Уболоть,О,13 Бел,154111,
10508.,Уборок,О,13 Бел,146236,
10509.,Уборть,О,32 Ю-Зап (У),348089,
10510.,Убыть,О,24 Горьк (Р),275615,
10511.,Ува II,О,24 Горьк (Р),276514,
10512.,Увал,О,76 Сверд (Р),762639,
10513.,Уваровский,О,58 Ю-Вост (Р),584212,
10514.,Увек,О,61 Прив (Р),625412,
10515.,Уводь,О,28 Сев (Р),319419,
10516.,УВАРОВКА,О,24 Горьк (Р),240419,
10517.,Угерско,О,35 Льв (У),377433,
10518.,Углы-Завод,О,32 Ю-Зап (У),339732,
10519.,Углянец,О,58 Ю-Вост (Р),590355,
10520.,Угольник,О,61 Прив (Р),625696,
10521.,Угольское,О,28 Сев (Р),303730,
10522.,Угорье,О,63 Кбш (Р),657343,
10523.,Угрино,О,01 Окт (Р),055225,
10524.,Угрынов,О,35 Льв (У),388315,
10525.,Угрюмово,О,17 Моск (Р),189528,
10526.,УГОР,О,24 Горьк (Р),262418,
10527.,Удалы,О,76 Сверд (Р),762610,
10528.,Ударник,О,58 Ю-Вост (Р),591733,
10529.,Ударник,О,58 Ю-Вост (Р),596633,
10530.,Ударник,О,80 Ю-Ур (Р),810052,
10531.,Удельная,О,17 Моск (Р),194259,
10532.,Удерна,О,08 Эст,085812,
10533.,Удряк,О,63 Кбш (Р),657220,
10534.,Удянская,О,43 Южн (У),444360,
10535.,Уемляночка,О,28 Сев (Р),290530,
10536.,Ужать,О,17 Моск (Р),186233,
10537.,Ужлятино,О,13 Бел,160063,
10538.,Ужок,О,35 Льв (У),382145,
10539.,Узбережь,О,13 Бел,134968,
10540.,Узбой,О,75 Трк,752919,
10541.,Уздорники,О,13 Бел,168358,
10542.,Узкое,О,17 Моск (Р),178218,
10543.,Узловая поликлиника,О,92 В-Сиб (Р),925720,
10544.,Узловое,О,28 Сев (Р),299874,
10545.,Узнаж,О,13 Бел,154158,
10546.,Узруй,О,32 Ю-Зап (У),339817,
10547.,Узунларово,О,63 Кбш (Р),653836,
10548.,Узынкудук,О,68 Кзх,697726,
10549.,Уйтак,О,88 Крас (Р),887622,
10550.,Уйташ,О,51 С-Кав (Р),543532,
10551.,Укагач,О,80 Ю-Ур (Р),802126,
10552.,Укилисай,О,68 Кзх,670418,
10553.,Укладочный,О,83 З-Сиб (Р),841116,
10554.,Уково,Б,76 Сверд (Р),790925,
10555.,Украинка,Б,32 Ю-Зап (У),340918,
10556.,Укырка,О,94 Заб (Р),940415,
10557.,Улановое,О,88 Крас (Р),881727,
10558.,Улей,О,94 Заб (Р),949123,
10559.,Улетка,О,94 Заб (Р),941263,
10560.,Улетуй,О,94 Заб (Р),957026,
10561.,Улитов Ручей,О,01 Окт (Р),044988,
10562.,Улица Пермякова,О,76 Сверд (Р),790018,
10563.,Уллубиево,О,51 С-Кав (Р),543829,
10564.,Улус,Б,83 З-Сиб (Р),862339,
10565.,Улык,О ,24 Горьк (Р),258111,
10566.,Ульбаров,О,35 Льв (У),350021,
10567.,Ульвовек,О,35 Льв (У),353142,
10568.,Улькун,О,80 Ю-Ур (Р),803523,
10569.,Ульшино,О,17 Моск (Р),189316,
10570.,Ульянка,О,01 Окт (Р),034513,
10571.,Ульяновка,О,13 Бел,149130,
10572.,Ульяновка,О,40 Од (У),408818,
10573.,Ульяновка,О,51 С-Кав (Р),531619,
10574.,Ульяновка,О,83 З-Сиб (Р),835933,
10575.,Уляновка,О,40 Од (У),423631,
10576.,Улятка,О,94 Заб (Р),951335,
10577.,Умерниеки (узк.),О,09 Лат,111576,
10578.,Умрышенки,О,17 Моск (Р),213430,
10579.,Умыс,О,63 Кбш (Р),641720,
10580.,Унава,О,32 Ю-Зап (У),343526,
10581.,Уненкер,О,94 Заб (Р),947626,
10582.,Универсал,О,83 З-Сиб (Р),831818,
10583.,Университетская,О,01 Окт (Р),075420,
10584.,Уница,Б,01 Окт (Р),011015,
10585.,Ункосово,О,17 Моск (Р),221738,
10586.,Унуевский Майдан,О,63 Кбш (Р),641035,
10587.,Унцешть,О,39 Млд,391924,
10588.,Унь,О,76 Сверд (Р),783616,
10589.,Уньва,О,76 Сверд (Р),768936,
10590.,Урай,Б,76 Сверд (Р),776025,
10591.,Урало-Кавказская,О,48 Дон (У),504928,
